chrom,start,end,label,length
chr2,232465342,232509952,YES,44610
chr1,153699671,153778796,YES,79125
chr2,232565856,232582081,YES,16225
chr1,208373068,208418917,YES,45849
chr8,22829821,22879387,YES,49566
chr22,31600245,31689400,YES,89155
chr15,65127871,65191830,YES,63959
chr3,124700087,124788535,YES,88448
chr1,159858956,159896572,YES,37616
chr17,36570896,36623558,YES,52662
chr1,234977300,235069928,YES,92628
chr22,46970342,47058747,YES,88405
chr9,134482182,134555670,YES,73488
chr1,155056778,155110776,YES,53998
chrX,106943708,107000394,YES,56686
chr21,40356487,40477558,YES,121071
chr17,76857196,76944208,YES,87012
chr18,55890563,55989564,YES,99001
chr6,34982125,35033570,YES,51445
chr9,124453832,124543259,YES,89427
chr11,47397093,47440660,YES,43567
chr1,23873149,23908245,YES,35096
chr2,28611932,28647268,YES,35336
chr22,39616903,39707444,YES,90541
chr9,134127446,134187016,YES,59570
chr16,85547508,85614826,YES,67318
chr16,81465101,81618796,YES,153695
chr20,48868417,48966284,YES,97867
chr1,234842475,234864876,YES,22401
chr1,12192038,12247305,YES,55267
chr1,145208293,145266278,YES,57985
chr6,30690098,30761928,YES,71830
chr18,3446344,3478940,YES,32596
chr2,27924432,28003683,YES,79251
chr1,120556611,120613091,YES,56480
chr22,22290046,22308091,YES,18045
chr8,134223602,134316360,YES,92758
chr19,18570637,18633921,YES,63284
chr1,227125443,227178640,YES,53197
chr3,30639057,30738448,YES,99391
chr15,75929809,75970123,YES,40314
chr6,6677228,6760155,YES,82927
chr12,3182539,3265796,YES,83257
chr17,74666583,74713741,YES,47158
chr2,145236716,145282659,YES,45943
chr21,46711726,46750687,YES,38961
chr17,37023756,37082936,YES,59180
chr17,27451148,27508881,YES,57733
chr4,186682280,186772249,YES,89969
chr3,14443193,14496182,YES,52989
chr1,201664690,201762482,YES,97792
chr16,4340214,4398668,YES,58454
chr20,39764715,39808379,YES,43664
chr22,43066898,43117538,YES,50640
chr1,204033933,204078514,YES,44581
chr7,30908475,30971779,YES,63304
chr8,11663395,11764350,YES,100955
chr3,186646882,186731507,YES,84625
chr22,37934413,37967082,YES,32669
chr11,67112592,67149626,YES,37034
chr19,13259409,13268436,YES,9027
chr7,73866599,73898880,YES,32281
chr4,87920560,88043749,YES,123189
chr7,4721053,4790126,YES,69073
chr2,232526256,232546861,YES,20605
chr13,33763344,33864971,YES,101627
chr7,47484477,47561511,YES,77034
chr5,67510286,67574260,YES,63974
chr1,234651075,234700744,YES,49669
chr8,145006289,145021766,YES,15477
chr6,7106747,7173752,YES,67005
chr9,130816436,130866135,YES,49699
chr1,56957476,57045667,YES,88191
chr9,131643542,131682240,YES,38698
chr10,81138032,81207218,YES,69186
chr8,17462407,17555384,YES,92977
chr5,148650125,148713310,YES,63185
chr18,3245581,3264212,YES,18631
chr12,6441703,6453465,YES,11762
chr6,13383397,13489697,YES,106300
chr11,72394667,72464438,YES,69771
chr22,18371327,18436470,YES,65143
chr10,29862857,29949943,YES,87086
chr8,38558885,38664998,YES,106113
chrX,64886373,64932289,YES,45916
chr8,48643695,48656443,YES,12748
chr2,10505021,10555336,YES,50315
chr17,59454069,59497911,YES,43842
chr15,41194677,41253764,YES,59087
chr19,47596544,47628801,YES,32257
chr7,1569896,1580027,YES,10131
chr22,35982402,36035471,YES,53069
chr10,95163214,95236130,YES,72916
chr10,77154286,77170840,YES,16554
chr12,48209848,48221423,YES,11575
chr9,35903958,35929652,YES,25694
chr17,38688893,38717407,YES,28514
chr6,111855620,111928543,YES,72923
chr6,44184243,44216412,YES,32169
chr10,71076846,71145580,YES,68734
chr6,32934719,32951744,YES,17025
chr2,219260133,219268541,YES,8408
chr1,16154535,16177127,YES,22592
chr3,66459660,66551624,YES,91964
chr1,150530284,150543186,YES,12902
chr19,4041938,4099530,YES,57592
chr19,13956569,13963420,YES,6851
chr11,118475108,118507977,YES,32869
chr20,35448015,35492923,YES,44908
chr5,156933860,157003624,YES,69764
chr14,102264708,102347010,YES,82302
chr20,2081900,2133572,YES,51672
chr14,35009229,35031622,YES,22393
chr10,33561095,33627171,YES,66076
chr5,95138288,95206680,YES,68392
chr7,104643498,104656388,YES,12890
chr12,89739274,89749889,YES,10615
chr9,131888943,131912003,YES,23060
chr4,174427206,174460857,YES,33651
chr2,30440179,30497935,YES,57756
chr11,72851228,72894684,YES,43456
chr19,1247145,1256325,YES,9180
chr16,67554601,67598602,YES,44001
chr6,163817441,163844908,YES,27467
chr1,154376815,154436650,YES,59835
chr2,20371859,20433013,YES,61154
chr6,46859103,46921360,YES,62257
chr20,10572826,10656538,YES,83712
chr1,116914695,116977138,YES,62443
chr4,15002686,15007304,YES,4618
chr22,33196018,33254838,YES,58820
chr2,43130331,43202858,YES,72527
chr1,59218536,59253039,YES,34503
chr7,130566905,130646312,YES,79407
chr9,130704145,130744475,YES,40330
chr15,85359756,85408023,YES,48267
chr1,16464217,16484001,YES,19784
chr20,30174842,30199786,YES,24944
chr5,151040125,151079620,YES,39495
chr12,6640884,6665643,YES,24759
chr11,61721849,61747297,YES,25448
chr20,43201070,43246286,YES,45216
chr20,35082819,35127628,YES,44809
chr2,178100141,178131967,YES,31826
chr14,93501908,93583431,YES,81523
chr1,55007351,55053202,YES,45851
chr17,38244308,38258662,YES,14354
chr9,677510,756481,YES,78971
chr15,99963279,99996687,YES,33408
chr12,112179059,112230977,YES,51918
chr10,73722657,73794545,YES,71888
chr3,50635760,50651762,YES,16002
chr6,167010067,167054751,YES,44684
chr12,12866643,12890140,YES,23497
chr13,97875180,97992580,YES,117400
chr1,27949373,27996388,YES,47015
chr1,156714417,156723339,YES,8922
chr16,20862059,20942078,YES,80019
chr20,31035425,31107440,YES,72015
chr4,2787811,2816197,YES,28386
chr15,74273721,74318349,YES,44628
chr10,71158153,71242818,YES,84665
chr16,2074866,2091667,YES,16801
chr11,8777727,8862638,YES,84911
chr17,7741634,7749365,YES,7731
chr14,55563760,55599095,YES,35335
chr9,14302438,14323420,YES,20982
chr12,52288433,52321075,YES,32642
chr19,2567152,2637706,YES,70554
chr20,43963996,43977803,YES,13807
chr19,41219787,41228823,YES,9036
chr2,218814905,218887533,YES,72628
chr3,42514036,42598183,YES,84147
chr3,14834008,14933715,YES,99707
chr19,13160839,13178550,YES,17711
chr8,17582021,17666350,YES,84329
chr11,44584904,44654491,YES,69587
chr18,46276361,46378428,YES,102067
chr3,124490160,124582020,YES,91860
chr6,2951877,2991713,YES,39836
chr8,142401291,142441757,YES,40466
chr2,238767082,238818370,YES,51288
chr16,27324350,27359668,YES,35318
chr1,154971380,154991950,YES,20570
chr2,220268786,220327230,YES,58444
chr15,64259521,64312980,YES,53459
chr17,66487305,66541058,YES,53753
chr3,119344303,119393159,YES,48856
chr17,21178575,21194211,YES,15636
chr3,123371190,123441485,YES,70295
chr19,45244285,45262369,YES,18084
chr2,227585971,227666847,YES,80876
chr1,181057134,181123227,YES,66093
chr8,126422434,126465073,YES,42639
chr2,11482654,11560511,YES,77857
chr11,119208087,119250457,YES,42370
chr18,3591992,3606653,YES,14661
chr4,57907874,57986292,YES,78418
chr15,60651468,60701294,YES,49826
chr9,127018715,127072959,YES,54244
chr16,89357537,89403349,YES,45812
chr9,95844877,95907205,YES,62328
chr20,23082398,23145670,YES,63272
chr12,48191948,48209675,YES,17727
chr6,33659980,33715998,YES,56018
chr10,102755959,102773616,YES,17657
chr1,19233187,19283856,YES,50669
chr11,128560125,128616737,YES,56612
chr17,48131999,48143308,YES,11309
chr20,47298468,47394534,YES,96066
chr11,71707551,71760487,YES,52936
chr22,50962279,50971856,YES,9577
chr2,85874975,85909235,YES,34260
chr19,14217346,14262053,YES,44707
chr5,1494213,1569119,YES,74906
chr1,27424544,27482539,YES,57995
chr1,27095129,27128290,YES,33161
chr5,14142238,14228737,YES,86499
chr16,75076562,75148295,YES,71733
chr7,55111604,55215238,YES,103634
chr4,185360871,185398702,YES,37831
chr22,38127653,38152255,YES,24602
chr14,100020012,100070597,YES,50585
chr17,80223721,80257686,YES,33965
chr2,101722600,101769642,YES,47042
chr7,158593389,158623508,YES,30119
chr2,43286148,43338238,YES,52090
chr5,1089181,1132332,YES,43151
chr22,41832073,41845391,YES,13318
chr11,19719061,19814464,YES,95403
chr12,106668830,106739996,YES,71166
chr15,40361384,40402183,YES,40799
chr22,24528747,24605910,YES,77163
chr3,138066340,138119923,YES,53583
chr12,46761122,46795854,YES,34732
chr5,42990572,43020949,YES,30377
chr20,1301180,1319966,YES,18786
chr7,44654472,44696717,YES,42245
chrX,9975089,10089358,YES,114269
chr10,88420822,88454560,YES,33738
chr1,32397971,32423798,YES,25827
chr17,6915096,6928052,YES,12956
chr6,45914072,45984711,YES,70639
chr8,28220906,28270531,YES,49625
chr17,42274675,42301533,YES,26858
chr3,159540488,159612592,YES,72104
chr11,57042483,57094853,YES,52370
chr3,14160265,14188977,YES,28712
chr22,46479236,46491397,YES,12161
chr7,100727881,100783471,YES,55590
chr16,66536124,66560302,YES,24178
chr17,39927553,39958008,YES,30455
chr19,17184804,17252784,YES,67980
chr1,201449158,201482352,YES,33194
chr17,79475627,79487805,YES,12178
chr1,37936697,37965370,YES,28673
chr15,66905412,66955707,YES,50295
chr2,37874517,37900421,YES,25904
chr2,110851911,110878776,YES,26865
chr9,134570492,134615412,YES,44920
chr13,111155320,111212932,YES,57612
chr1,32038018,32055476,YES,17458
chr14,69390614,69447450,YES,56836
chr19,46266946,46289897,YES,22951
chr14,90847317,90894832,YES,47515
chr19,36618203,36644671,YES,26468
chr3,50192273,50210818,YES,18545
chr12,54801151,54833626,YES,32475
chr19,10831062,10895480,YES,64418
chr17,63526152,63560186,YES,34034
chr20,62450392,62505534,YES,55142
chr2,157175898,157199977,YES,24079
chr19,47393777,47497974,YES,104197
chr19,49362442,49382317,YES,19875
chr16,73049195,73105883,YES,56688
chr1,54737622,54802933,YES,65311
chr19,56616608,56669014,YES,52406
chr16,56638742,56646907,YES,8165
chr20,49119246,49193258,YES,74012
chr3,48504418,48515502,YES,11084
chr2,9351644,9416034,YES,64390
chr17,73455212,73513512,YES,58300
chr17,72422406,72460049,YES,37643
chr20,42763569,42818321,YES,54752
chr2,238381114,238422916,YES,41802
chr16,30193842,30221946,YES,28104
chr1,6658924,6665759,YES,6835
chr2,70311905,70317654,YES,5749
chr19,41296930,41325984,YES,29054
chr16,57815033,57861763,YES,46730
chr4,10093130,10126521,YES,33391
chr17,19030014,19049329,YES,19315
chr17,18931838,18951157,YES,19319
chr15,93340554,93388444,YES,47890
chr19,16426138,16467128,YES,40990
chr17,43485387,43547105,YES,61718
chr16,85005677,85063983,YES,58306
chr20,48746278,48789944,YES,43666
chr8,101961816,101966310,YES,4494
chr7,130781278,130796468,YES,15190
chr2,86930860,86950176,YES,19316
chr3,151984060,152027354,YES,43294
chr15,69104263,69114670,YES,10407
chr19,5926484,5995286,YES,68802
chr13,50696333,50705101,YES,8768
chr7,139404315,139449780,YES,45465
chr8,12937916,12990887,YES,52971
chr3,11629187,11686203,YES,57016
chr14,94407705,94462574,YES,54869
chr1,26600690,26618804,YES,18114
chr10,105374386,105438869,YES,64483
chr1,9292977,9314840,YES,21863
chr17,40551706,40588751,YES,37045
chr17,36849427,36868217,YES,18790
chr16,86504285,86554076,YES,49791
chr11,64034497,64054451,YES,19954
chr6,112519021,112620635,YES,101614
chr14,55135409,55197606,YES,62197
chr20,25200610,25238389,YES,37779
chr2,87300796,87309681,YES,8885
chr12,50038061,50069635,YES,31574
chr19,48101374,48171822,YES,70448
chr3,49370720,49396965,YES,26245
chr2,25496055,25563997,YES,67942
chr6,16699517,16771184,YES,71667
chr3,187979337,188016454,YES,37117
chr7,841206,878511,YES,37305
chr10,97006309,97069655,YES,63346
chr5,154195559,154262499,YES,66940
chr17,80163286,80205920,YES,42634
chr15,40614236,40636726,YES,22490
chr7,5669472,5743117,YES,73645
chr7,104583117,104625851,YES,42734
chr14,36971679,36995027,YES,23348
chr17,79300771,79323073,YES,22302
chr12,114806250,114852976,YES,46726
chr3,120123504,120171302,YES,47798
chr1,167585748,167668005,YES,82257
chr21,40176383,40204258,YES,27875
chr17,39805765,39853908,YES,48143
chr1,12492609,12557328,YES,64719
chr16,11644502,11735628,YES,91126
chr14,105945485,105958968,YES,13483
chr14,75015593,75098798,YES,83205
chr19,16179181,16207705,YES,28524
chr14,105938037,105944737,YES,6700
chr14,75866192,75944035,YES,77843
chr19,18389411,18394679,YES,5268
chr5,148513364,148558772,YES,45408
chr11,111588988,111610044,YES,21056
chr13,110868117,110924162,YES,56045
chr15,92456353,92524948,YES,68595
chr7,5558981,5573663,YES,14682
chr6,158410626,158492050,YES,81424
chr12,109895331,109911589,YES,16258
chr13,111351904,111369093,YES,17189
chr14,77535983,77590644,YES,54661
chr19,41907099,41939644,YES,32545
chr6,30646634,30659820,YES,13186
chr3,53269245,53309568,YES,40323
chr11,76287698,76351157,YES,63459
chr5,142779153,142785625,YES,6472
chr2,105987615,106031444,YES,43829
chr17,38222943,38234141,YES,11198
chr1,9941907,9973067,YES,31160
chr21,45122081,45161065,YES,38984
chr22,25347962,25422507,YES,74545
chr16,66392035,66422229,YES,30194
chr13,113612236,113642719,YES,30483
chr14,77403492,77429253,YES,25761
chr1,153916172,153937236,YES,21064
chr17,73675271,73719950,YES,44679
chr2,102637956,102700261,YES,62305
chr16,120741,136981,YES,16240
chr8,38298311,38326790,YES,28479
chr19,46786501,46809018,YES,22517
chr15,68564041,68574856,YES,10815
chr2,66659175,66674430,YES,15255
chr10,123752935,123839439,YES,86504
chr16,67272398,67282510,YES,10112
chr2,12854805,12879501,YES,24696
chr22,38708087,38715695,YES,7608
chr3,128718996,128746653,YES,27657
chr9,73070671,73110216,YES,39545
chr4,186573074,186664743,YES,91669
chr3,129179637,129226987,YES,47350
chr17,80787753,80851486,YES,63733
chr16,87397405,87441855,YES,44450
chr5,179243498,179265214,YES,21716
chr9,2013980,2026480,YES,12500
chr16,29259027,29284865,YES,25838
chr7,97905768,97925095,YES,19327
chr13,113833458,113875592,YES,42134
chr1,92148529,92231238,YES,82709
chr7,134828426,134856145,YES,27719
chr19,4367366,4397903,YES,30537
chr5,150576139,150618744,YES,42605
chr6,31694582,31706840,YES,12258
chr17,48922255,48945757,YES,23502
chr20,19737283,19767891,YES,30608
chr11,47197205,47211559,YES,14354
chr20,62312415,62333867,YES,21452
chr7,1066816,1101259,YES,34443
chr1,169071349,169091599,YES,20250
chr2,46761856,46796940,YES,35084
chr10,99213824,99283499,YES,69675
chr9,129783892,129898008,YES,114116
chr11,65046351,65090237,YES,43886
chr22,46445515,46454339,YES,8824
chr22,41868285,41929873,YES,61588
chr4,103737231,103750856,YES,13625
chr7,131182636,131241428,YES,58792
chr15,63782710,63798385,YES,15675
chr17,79816249,79830663,YES,14414
chr16,53098792,53136164,YES,37372
chr10,45467900,45482227,YES,14327
chr1,2056832,2083663,YES,26831
chr5,172292302,172301231,YES,8929
chr17,40805128,40833016,YES,27888
chrX,75361598,75373100,YES,11502
chr1,38460398,38482257,YES,21859
chr3,159478542,159523303,YES,44761
chr14,64968072,64973914,YES,5842
chr6,137532550,137558922,YES,26372
chr10,121412457,121447362,YES,34905
chr7,5588676,5639042,YES,50366
chr9,134236666,134309261,YES,72595
chr11,62646517,62690197,YES,43680
chr22,35694619,35727298,YES,32679
chr11,45867622,45882920,YES,15298
chr5,140872888,140909577,YES,36689
chr11,6338518,6348300,YES,9782
chr4,77114804,77141124,YES,26320
chr2,220473619,220511327,YES,37708
chr6,143264674,143269348,YES,4674
chr19,3132752,3181377,YES,48625
chr12,110682880,110734032,YES,51152
chr22,31476259,31517024,YES,40765
chrX,135238923,135295915,YES,56992
chr19,35476032,35505458,YES,29426
chrX,39990924,40037520,YES,46596
chr10,17256938,17276860,YES,19922
chr10,43901014,43917175,YES,16161
chr11,11993458,12042011,YES,48553
chr12,108664152,108729705,YES,65553
chr1,145448015,145457936,YES,9921
chr2,112209143,112256190,YES,47047
chr2,87751432,87798788,YES,47356
chr21,46284504,46303000,YES,18496
chr7,101542817,101601766,YES,58949
chr1,27018325,27033385,YES,15060
chr3,194866820,194932214,YES,65394
chr11,65622843,65631396,YES,8553
chr9,117126612,117161033,YES,34421
chr1,32090351,32114524,YES,24173
chr22,43357654,43425015,YES,67361
chr10,103876253,103896310,YES,20057
chr14,104312240,104358165,YES,45925
chr15,65346572,65383634,YES,37062
chr6,43726146,43768215,YES,42069
chr19,47728505,47735423,YES,6918
chr15,71406277,71462645,YES,56368
chr14,59760495,59845239,YES,84744
chr9,112857419,112921011,YES,63592
chr16,30074483,30082145,YES,7662
chr15,92394913,92441672,YES,46759
chr13,80910650,80917758,YES,7108
chr8,48540029,48602499,YES,62470
chr16,2171376,2178994,YES,7618
chr15,63332453,63362219,YES,29766
chr5,43063616,43076122,YES,12506
chr5,96027791,96093281,YES,65490
chr15,99384671,99472025,YES,87354
chr7,30487545,30519010,YES,31465
chr6,139690764,139698884,YES,8120
chr2,85725827,85767940,YES,42113
chr16,88262997,88280525,YES,17528
chr10,30711696,30748528,YES,36832
chr17,15134788,15167576,YES,32788
chr12,93769448,93793488,YES,24040
chr7,39987652,39992000,YES,4348
chr8,145021828,145029514,YES,7686
chr5,172278497,172290044,YES,11547
chr10,63795774,63853332,YES,57558
chr1,86041879,86049135,YES,7256
chr19,39615845,39660932,YES,45087
chr10,52353231,52385942,YES,32711
chr2,20618748,20651682,YES,32934
chr11,305282,312843,YES,7561
chr1,43389383,43429365,YES,39982
chr2,96907397,96932719,YES,25322
chr11,65336117,65346726,YES,10609
chr8,103663252,103675648,YES,12396
chr16,58484914,58536190,YES,51276
chr18,60189178,60194583,YES,5405
chr11,18404166,18418469,YES,14303
chr2,10409318,10489367,YES,80049
chr1,149801815,149805529,YES,3714
chr1,149831416,149835130,YES,3714
chr1,245127227,245136020,YES,8793
chr10,99078204,99097590,YES,19386
chr16,29165405,29212441,YES,47036
chr2,85623502,85674409,YES,50907
chr17,40663804,40684677,YES,20873
chr8,142236313,142322683,YES,86370
chr19,16676739,16737119,YES,60380
chr9,132077360,132116526,YES,39166
chr1,26386415,26449049,YES,62634
chr11,65404020,65422943,YES,18923
chr3,45990428,46035801,YES,45373
chr19,11194462,11211315,YES,16853
chr8,124512617,124565687,YES,53070
chr1,12038391,12075748,YES,37357
chr1,157962033,158008261,YES,46228
chr3,69130551,69166623,YES,36072
chr15,91093728,91155969,YES,62241
chr16,19117268,19151258,YES,33990
chr2,47072116,47113292,YES,41176
chr12,53602263,53626034,YES,23771
chr10,21804648,21817246,YES,12598
chr1,149811046,149815658,YES,4612
chr7,102250283,102275900,YES,25617
chr16,85638587,85688574,YES,49987
chr15,75043915,75092781,YES,48866
chr11,63604661,63658264,YES,53603
chr15,89165940,89202937,YES,36997
chr2,28806225,28861087,YES,54862
chr1,8908554,8964807,YES,56253
chr17,38259027,38270822,YES,11795
chr19,39326032,39361390,YES,35358
chr15,86232653,86273014,YES,40361
chr1,208057100,208099004,YES,41904
chr18,72915717,72943488,YES,27771
chr7,47325390,47377002,YES,51612
chr9,74975204,74981443,YES,6239
chr13,99096942,99162732,YES,65790
chr1,17215155,17243201,YES,28046
chr17,48981354,49028680,YES,47326
chr12,96589646,96658176,YES,68530
chr19,19544903,19601556,YES,56653
chr19,14466305,14495905,YES,29600
chr20,48805257,48814437,YES,9180
chr6,41665836,41704075,YES,38239
chr17,18150237,18166549,YES,16312
chr9,138970396,139012670,YES,42274
chr3,195581431,195642261,YES,60830
chrX,41189338,41195088,YES,5750
chr17,62768591,62812669,YES,44078
chr22,43031256,43046241,YES,14985
chr16,15234347,15241663,YES,7316
chr15,77766346,77805676,YES,39330
chr7,640408,659610,YES,19202
chr1,230983395,231005449,YES,22054
chr11,46359824,46403102,YES,43278
chr15,75742390,75749503,YES,7113
chr19,1256391,1263727,YES,7336
chr1,156629223,156648249,YES,19026
chr9,97662230,97715818,YES,53588
chr22,24785717,24863582,YES,77865
chr1,2475405,2484449,YES,9044
chr14,100196476,100226407,YES,29931
chr7,102151121,102167636,YES,16515
chr16,68096589,68120364,YES,23775
chr6,159051695,159089305,YES,37610
